replicate ,temp,age_gp,inoc,CollD5,RhizD5,coinfectedD5,plaD5,tillersD5,CollD7,RhizD7,coinfectedD7,plaD7,tillersD7,CollD10,RhizD10,coinfectedD10,plaD10,tillersD10,CollD12,RhizD12,coinfectedD12,plaD12,tillersD12,CollD15,RhizD15,coinfectedD15,plaD15,tillersD15,CollD20,RhizD20,coinfectedD20,plaD20,tillersD20,dry.biomass,plant_ID
6,21,o,m,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,,868
6,21,o,m,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,869
3,29,o,rc,0,0,0,0,3,0,1,0,0,3,0,1,0,0,3,0,1,0,0,4,0,1,0,0,3,0,1,0,0.01,3,0.61,377
6,21,o,m,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,,872
6,21,o,c,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,873
3,29,o,rc,0,0,0,0,4,0,1,0,0,4,0,1,0,0,4,0,1,0,0,4,0,1,0,0,5,0,1,0,0.01,4,1.14,378
3,29,o,rc,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,1,0,0.01,2,1.09,380
4,21,y,r,0,1,0,50,1,0,1,0,50,1,0,1,0,75,1,0,1,0,75,1,0,1,0,50,1,0,1,0,0.01,0,0,435
6,21,o,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,,877
5,29,o,r,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,0,0,5,0,0,0,0,5,0,0,1,0,0.01,8,1.54,596
5,29,y,r,0,1,0,1,1,0,1,0,1,1,0,1,0,5,1,0,1,0,2,2,0,1,0,2,2,0,1,0,0.01,2,0.02,599
6,21,o,m,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,,880
5,29,o,rc,0,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,1,0,0,3,0,1,0,0,2,0,1,0,0.01,2,0.14,618
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,,882
5,29,o,rc,0,1,0,0,3,0,1,0,0,4,0,1,0,0,6,0,1,0,0,6,0,1,0,0,5,0,1,0,0.01,4,0.59,622
5,29,o,rc,0,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,1,0,0,3,0,1,0,0,2,0,1,0,0.01,2,0.14,624
6,21,o,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,,885
5,29,o,rc,0,0,0,0,3,0,0,0,0,3,0,1,0,0,3,0,1,0,0,4,0,1,0,0,3,0,1,0,0.01,3,0.61,625
5,29,o,rc,0,1,0,0,2,0,1,0,0,3,0,1,0,0,3,0,1,0,0,4,0,1,0,0,4,0,1,0,0.01,3,0.61,626
6,21,y,r,0,1,0,25,1,0,1,0,40,1,0,1,0,50,1,0,1,0,75,1,0,1,0,0,1,0,1,0,0.01,4,,685
6,21,y,m,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,891
6,21,y,r,0,1,0,10,1,0,1,0,10,2,0,1,0,10,3,0,1,0,5,3,0,1,0,0,3,0,1,0,0.01,3,,759
6,21,y,rc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,5,2,0,0,0,0,3,0,0,0,0,3,,800
6,21,y,m,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,,897
6,21,y,m,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,2,,900
2,21,y,rc,0,0,0,30,1,0,1,0,25,1,0,1,0,50,1,0,1,0,30,1,0,1,0,30,1,0,1,0,0.01,1,0.24,225
6,21,y,rc,0,0,0,15,1,0,1,0,50,1,0,1,0,50,1,0,1,0,25,1,0,1,0,25,1,0,1,0,0.01,0,0,694
6,21,y,rc,0,0,0,30,1,0,0,0,50,1,0,1,0,50,1,0,1,0,50,1,0,1,0,50,1,0,1,0,0.01,1,0.24,696
6,21,y,r,0,1,0,50,1,0,1,0,40,1,0,1,0,40,2,0,1,0,20,2,0,1,0,0,2,0,1,0,0.01,2,,826
6,21,y,rc,0,0,0,0,1,0,1,0,2,1,0,1,0,2,1,0,1,0,10,1,0,1,0,0,2,0,1,0,0.01,2,,894
